,fluxes,equ,ec-code,kcat_MW,E
rxn05296,0.10562145859634808,0.5051 alatrna_c + 0.3653 argtrna_c + 0.2801 asntrna_c + 0.2801 asptrna_c + 0.1073 cystrna_c + 0.4928 glntrna_c + 0.4928 glutrna_c + 0.7723 glytrna_c + 0.1546 histrna_c + 0.5107 iletrna_c + 0.6555 leutrna_c + 0.6114 lystrna_c + 0.2145 mettrna_c + 0.3329 phetrna_c + 0.3041 protrna_c + 0.4091 sertrna_c + 0.3526 thrtrna_c + 0.1028 trptrna_c + 0.2097 tyrtrna_c + 0.5807 valtrna_c --> PROTEIN_c + 0.5051 trnaala_c + 0.3653 trnaarg_c + 0.2801 trnaasn_c + 0.2801 trnaasp_c + 0.1073 trnacys_c + 0.4928 trnagln_c + 0.4928 trnaglu_c + 0.7723 trnagly_c + 0.1546 trnahis_c + 0.5107 trnaile_c + 0.6555 trnaleu_c + 0.6114 trnalys_c + 0.2145 trnamet_c + 0.3329 trnaphe_c + 0.3041 trnapro_c + 0.4091 trnaser_c + 0.3526 trnathr_c + 0.1028 trnatrp_c + 0.2097 trnatyr_c + 0.5807 trnaval_c,,21613.67756510656,4.886787927606772e-06
R01623,0.0,ACP_c + h2o_c --> C03688_c + pan4p_c,,,
T00001,0.0,h_e + phe__L_e --> h_c + phe__L_c,,,
EX_phe__L_e,0.0,phe__L_e --> ,,,
EX_tartr__L_e,0.0,tartr__L_e --> ,,,
EX_ptrc_e,0.0,ptrc_e --> ,,,
EX_stys_e,0.0,stys_e --> ,,,
EX_C00246_e,0.0,C00246_e --> ,,,
EX_d5kg_e,0.0,d5kg_e --> ,,,
T00245,0.0,tartr__L_e --> tartr__L_c,,,
T00246,0.0,ptrc_e --> ptrc_c,,,
T00247,0.0,stys_e --> stys_c,,,
T00248,0.0,C00246_e --> C00246_c,,,
T00249,0.0,d5kg_e --> d5kg_c,,,
R02949,0.0,actn__R_c --> actn__S_c,,,
T00003,0.0,cpd16500_c + nad_c --> actn__S_c + h_c + nadh_c,,,
T00250,0.0,cpd16500_e --> cpd16500_c,,,
T00251,0.0,actn__R_e --> actn__R_c,,,
T00252,0.0,actn__S_e --> actn__S_c,,,
EX_cpd16500_e,0.0,cpd16500_e --> ,,,
EX_actn__R_e,0.0,actn__R_e --> ,,,
EX_actn__S_e,0.0,actn__S_e --> ,,,
T00253,0.0,C19891_e --> C19891_c,,,
T00254,0.0,C06153_e --> C06153_c,,,
T00004,0.0,TC0001_c --> 2ins_c,,628579.8647348615,0.0
T00005,0.0,C19891_c + nad_c --> TC0001_c + h_c + nadh_c,,518852.78379564884,0.0
T00006_num1,0.0,C06153_c + nad_c --> 2ins_c + h_c + nadh_c,,530855.5368347327,0.0
EX_C19891_e,0.0,C19891_e --> ,,,
EX_C06153_e,0.0,C06153_e --> ,,,
EX_h2o_e_reverse,0.0, --> h2o_e,,,
EX_pi_e_reverse,2.9320764108612765, --> pi_e,,,
EX_co2_e_reverse,0.0, --> co2_e,,,
EX_nh4_e_reverse,1.6080167777842236, --> nh4_e,,,
EX_so4_e_reverse,0.03406908637978496, --> so4_e,,,
EX_ca2_e_reverse,0.0005962695136126177, --> ca2_e,,,
EX_h_e_reverse,13.39479740853292, --> h_e,,,
EX_k_e_reverse,0.13144714453625755, --> k_e,,,
EX_glc__D_e_reverse,0.0, --> glc__D_e,,,
EX_mg2_e_reverse,0.018937503761199882, --> mg2_e,,,
EX_na1_e_reverse,0.0, --> na1_e,,,
EX_fe3_e_reverse,0.0006414444750864515, --> fe3_e,,,
GLMS_syn_reverse_num1,0.0,akg_c + fdxrd_c + gln__L_c + 2.0 h_c --> fdxox_c + 2.0 glu__L_c,,1132.2444255349396,0.0
HXAD_reverse,0.0,2.0 acgam_c --> chtbs_c + h2o_c,,327.4601418652194,0.0
HCO3E_reverse_num1,0.6845366672291967,co2_c + h2o_c --> h_c + hco3_c,,495874742.3078874,1.3804628645597956e-09
AHCi_reverse,0.0,adn_c + hcys__L_c --> ahcys_c + h2o_c,,,
AHCYSNS_reverse,0.0,ade_c + rhcys_c --> ahcys_c + h2o_c,,774.6866338255762,0.0
PTAr_reverse,9.607236917598447,actp_c + coa_c --> accoa_c + h_c + pi_c,,37911.18689673737,0.00025341430073837245
ACACT1x_reverse_num1,0.0,aacoa_c + coa_c --> 2.0 accoa_c,,7500.325580539325,0.0
GLUDxi_reverse_num1,0.0,akg_c + h_c + nadh_c + nh4_c --> glu__L_c + h2o_c + nad_c,,15451.50030128913,0.0
r0074_reverse_num1,0.0,glu__L_c + 2.0 h_c + nadh_c --> glu5sa_c + h2o_c + nad_c,,383.41098025794486,0.0
ALATA_L_reverse,0.0,glu__L_c + pyr_c --> akg_c + ala__L_c,,,
GLUR_reverse_num1,0.0,glu__D_c --> glu__L_c,,3354.215698430845,0.0
R00264_reverse,0.0,akg_c + 2.0 h_c + nadph_c --> 25dop_c + h2o_c + nadp_c,,94.37155575373112,0.0
UDPGD_reverse_num1,0.0,3.0 h_c + 2.0 nadh_c + udpglcur_c --> h2o_c + 2.0 nad_c + udpg_c,,642.2744359023122,0.0
GALUi_reverse_num1,0.0,ppi_c + udpg_c --> g1p_c + utp_c,,11356.208202544567,0.0
UDPG4E_reverse,0.0,udpgal_c --> udpg_c,,437411.4310019637,0.0
FCLT_reverse,0.0,2.0 h_c + pheme_c --> fe2_c + ppp9_c,,10.184631123439438,0.0
MDHm_reverse_num1,0.0,h_c + nadh_c + oaa_c --> mal__L_c + nad_c,,,
ASPTA_reverse_num1,0.308369393630034,glu__L_c + oaa_c --> akg_c + asp__L_c,,1942.5593283206315,0.00015874387419437196
AGTi_reverse,0.0,gly_c + pyr_c --> ala__L_c + glx_c,,9601.640946671763,0.0
GLYATm_reverse,0.0,2aobut_c + coa_c --> accoa_c + gly_c,,,
ALAD_L_reverse,1.155405439142131,h_c + nadh_c + nh4_c + pyr_c --> ala__L_c + h2o_c + nad_c,,37594.917083765176,3.073302267345806e-05
ALAR_reverse_num1,0.0,ala__D_c --> ala__L_c,,49291.23212257405,0.0
SUCOAS_reverse,8.73605990465988,adp_c + pi_c + succoa_c --> atp_c + coa_c + succ_c,,3735.990793257492,0.0023383515613652566
SUCD1_reverse,0.0,fadh2_c + fum_c --> fad_c + succ_c,,,
MCITL2m_reverse,0.0,pyr_c + succ_c --> micit_c,,6876.230304912654,0.0
OCOAT1_reverse,8.758715707528797,aacoa_c + succ_c --> acac_c + succoa_c,,,
UAG2EMA_reverse,0.0,acmana_c + udp_c --> h2o_c + uacgam_c,,255.87356299049483,0.0
UAGDP_reverse,0.0,ppi_c + uacgam_c --> acgam1p_c + utp_c,,8333.775434480103,0.0
UAG4Ei_reverse_num1,0.0,udpacgal_c --> uacgam_c,,,
UAG2E_reverse,0.0,uacmam_c --> uacgam_c,,255.87356299049483,0.0
LYSAM_reverse,0.0,36dahx_c --> lys__L_c,,2765.682678377222,0.0
DDPGA_reverse,0.0,glx_c + pyr_c --> 4h2oxg_c,,1690.894813723184,0.0
GTHRDH_syn_reverse_num1,0.0,cgly_c + glu__L_c --> gthrd_c + h2o_c,,56028.99498932765,0.0
GALT_reverse,0.0,ppi_c + udpgal_c --> gal1p_c + utp_c,,,
NFORGLUAH_reverse_num1,0.0,for_c + glu__L_c --> Nforglu_c + h2o_c,,20.91467331795882,0.0
R00526_reverse_num1,0.0,asp__L_c + for_c --> C01044_c + h2o_c,,20.91467331795882,0.0
ARGN_reverse,0.0,orn_c + urea_c --> arg__L_c + h2o_c,,44119.797009336995,0.0
SPTix_reverse,0.0,ala__L_c + hpyr_c --> pyr_c + ser__L_c,,9601.640946671763,0.0
ALCD1_reverse,0.0,fald_c + h_c + nadh_c --> meoh_c + nad_c,,,
FMETDF_reverse_num1,0.0,for_c + met__L_c --> fmet_c + h2o_c,,24.303531941158784,0.0
ENOm_reverse,0.0,h2o_c + pep_c --> 2pg_c,,8308.139383683674,0.0
UAGCVT_reverse_num1,0.0,h_c + pi_c + uaccg_c --> pep_c + uacgam_c,,59.35730924803292,0.0
ORNTA_reverse,0.03858351882524596,glu5sa_c + glu__L_c --> akg_c + orn_c,,119.73799902098524,0.00032223286793429566
ACODA_reverse_num1,0.0,ac_c + orn_c --> acorn_c + h2o_c,,25213.711561863165,0.0
TRPS2_reverse,0.0,h2o_c + trp__L_c --> indole_c + ser__L_c,,1013.459806477587,0.0
PHETA1_reverse_num1,0.035161383566724276,glu__L_c + phpyr_c --> akg_c + phe__L_c,,24116.155077826854,1.4580012217226431e-06
LDH_Lm_reverse,0.008055015453520963,h_c + nadh_c + pyr_c --> lac__L_c + nad_c,,11269.842102233597,7.147407550567651e-07
MMSAD3_reverse,0.0,accoa_c + co2_c + nadh_c --> coa_c + msa_c + nad_c,,126.6782143917283,0.0
P5CD_reverse_num1,0.0,glu__L_c + h_c + nadh_c --> 1pyr5c_c + 2.0 h2o_c + nad_c,,382.7050565108757,0.0
ALDD2x_reverse_num1,0.0,ac_c + 2.0 h_c + nadh_c --> acald_c + h2o_c + nad_c,,92.7674482729905,0.0
SSALy_reverse,0.0,2.0 h_c + nadph_c + succ_c --> h2o_c + nadp_c + sucsal_c,,502.09586025464927,0.0
TYRTA_reverse_num1,0.02214881986765419,34hpp_c + glu__L_c --> akg_c + tyr__L_c,,24116.155077826854,9.184225178589313e-07
R00753_reverse,0.0,acald_c + for_c --> lac__L_c,,,
ALCD2x_reverse_num1,0.0,acald_c + h_c + nadh_c --> etoh_c + nad_c,,45390.92013075872,0.0
GF6PTA_reverse,0.0,gam6p_c + glu__L_c --> f6p_B_c + gln__L_c,,672.1850920394422,0.0
SAGH_reverse,0.0,fru_c + glc__D_c --> h2o_c + sucr_c,,11665.852140043917,0.0
ISOMS_reverse,0.0,pala_c --> sucr_c,,,
TRE6PH_reverse,0.0,g6p_A_c + glc__D_c --> h2o_c + tre6p_c,,2126.317822289713,0.0
MAL6PG_reverse,0.0,g6p_A_c + glc__D_c --> h2o_c + malt6p_c,,62.586932211304976,0.0
CLB6PH_reverse_num1,0.0,g6p_A_c + glc__D_c --> 6pgg_c + h2o_c,,1874.2868543267139,0.0
G3PD1ir_reverse,9.758895434621605,dhap_c + h_c + nadh_c --> glyc3p_c + nad_c,,,
G3PCT_reverse,0.0,cdpglyc_c + ppi_c --> ctp_c + glyc3p_c,,4431.829388188836,0.0
SBTD_D2_reverse,0.0,fru_c + h_c + nadh_c --> nad_c + sbt__D_c,,9575.592614114908,0.0
R00878_reverse,0.0,fru_c --> glc__D_c,,1350.875133340172,0.0
AMPTASECGe_reverse,0.0,cys__L_c + gly_c --> cgly_c + h2o_c,,18225.881906124425,0.0
PTA2_reverse,0.02180787763717803,coa_c + ppap_c --> h_c + pi_c + ppcoa_c,,37911.18689673737,5.752359507123427e-07
MACCOAT_reverse_num1,0.0,2maacoa_c + coa_c --> accoa_c + ppcoa_c,,7003.420346478321,0.0
MMTSAO_reverse,0.0,co2_c + nadh_c + ppcoa_c --> coa_c + mmtsa_c + nad_c,,126.6782143917283,0.0
DHFR_reverse,4.13432852061701e-05,dhf_c + h_c + nadph_c --> nadp_c + thf_c,,10485.27977486218,3.9429835058181385e-09
GHMT2r_reverse,0.23159187504597706,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c,,2756.083192953318,8.402934847471411e-05
METS_1_reverse_num1,0.0,met__L_c + thf_c --> 5mthf_c + hcys__L_c,,229226.70757238907,0.0
G1PCTYT_reverse,0.0,cdpglc_c + ppi_c --> ctp_c + g1p_c,,,
PGMTh_reverse,0.050958956071936325,g6p_A_c --> g1p_c,,116.43100852204105,0.00043767512382484865
ITCY_reverse,0.0,cmp_c + idp_c --> cytd_c + itp_c,,235.5308037943516,0.0
URIK3_reverse,0.0,idp_c + ump_c --> itp_c + uri_c,,235.5308037943516,0.0
TPI_reverse_num1,5.446613319988424,dhap_c --> g3p_c,,1476408.9106487725,3.689095399454776e-06
GPDDA1pp_reverse_num1,0.0,chol_c + glyc3p_c --> g3pc_c + h2o_c,,267.8885775305276,0.0
GLYCDx_reverse,0.0,dha_c + h_c + nadh_c --> glyc_c + nad_c,,,
ALCD19_reverse_num1,0.0,glyald_c + h_c + nadh_c --> glyc_c + nad_c,,45390.92013075872,0.0
R01056_reverse,0.1642148133821299,ru5p__D_c --> r5p_c,,539501.8489694028,3.0438229951542416e-07
R01057_reverse,0.0,r5p_c --> r1p_c,,8665.00171050976,0.0
GAPDHf_reverse,0.0,13dpg_c + nadh_c --> g3p_c + nad_c + pi_c,,10717.241303828356,0.0
DRPA_reverse,0.008055015453520963,acald_c + g3p_c --> 2dr5p_c,,16649.208009697293,4.838077251980597e-07
TGBPA_reverse,0.0,dhap_c + g3p_c --> tagdp__D_c,,,
FBAf_reverse,0.0,dhap_c + g3p_c --> fdp_B_c,,641.1286896635697,0.0
FUM_reverse,0.11284164216106277,fum_c + h2o_c --> mal__L_c,,25009.328918091735,4.511982010018397e-06
ADSL1r_reverse,0.0,amp_c + fum_c --> dcamp_c,,114.76386825862896,0.0
ARGSL_reverse,0.0,arg__L_c + fum_c --> argsuc_c,,27833.917109376158,0.0
LLEUDr_reverse,0.06923486610990616,4mop_c + h_c + nadh_c + nh4_c --> h2o_c + leu__L_c + nad_c,,4836.197648156262,1.4315971171339751e-05
DGGH_reverse,0.0,gal_c + glc__D_c --> h2o_c + melib_c,,17102.486773901906,0.0
RAFGH_reverse,0.0,gal_c + sucr_c --> h2o_c + raffin_c,,17102.486773901906,0.0
IDIh_reverse,0.0,dmpp_c --> ipdp_c,,208110.9973563468,0.0
IMPC_reverse,0.05339996051281405,fprica_c --> h2o_c + imp_c,,346.31454582183494,0.00015419496858294312
IMPD_reverse,0.0,h_c + nadh_c + xmp_c --> h2o_c + imp_c + nad_c,,375505.4081330962,0.0
AGMT_reverse,0.0,ptrc_c + urea_c --> agm_c + h2o_c,,168.35872802759866,0.0
R01163_reverse,0.0,2.0 h_c + his__L_c + nadh_c --> h2o_c + htdol__L_c + nad_c,,396.26413849439217,0.0
PBUTT_reverse,0.0,butpi_c + coa_c --> btcoa_c + h_c + pi_c,,68984.27670675713,0.0
ACACT2r_reverse_num1,0.0,3ohcoa_c + coa_c --> accoa_c + btcoa_c,,7003.420346478321,0.0
BUTCT_reverse,8.758715707528797,C00246_c + accoa_c --> ac_c + btcoa_c,,21866.718988167755,0.00040055006479336035
IBTMr_reverse,0.002493035498311272,btcoa_c --> ibcoa_c,,,
INS2D_reverse_num1,0.0,2ins_c + h_c + nadh_c --> inost_c + nad_c,,5444.56481910217,0.0
ACGAM2E_reverse,0.0,acmana_c --> acgam_c,,,
VALTA_reverse_num1,0.0,3mob_c + glu__L_c --> akg_c + val__L_c,,1706.282766133735,0.0
MTHFD_reverse,0.0,methf_c + nadph_c --> mlthf_c + nadp_c,,11139.83083385708,0.0
MTHFR3_1_reverse,0.022685740275907532,h_c + mlthf_c + nadph_c --> 5mthf_c + nadp_c,,5498.3368860553,4.125927666135256e-06
MOHMT_reverse,0.0,2dhp_c + thf_c --> 3mob_c + h2o_c + mlthf_c,,94.48195000072063,0.0
R01253_reverse,0.0,1pyr5c_c + fadh2_c --> fad_c + pro__L_c,,,
CYSTS_reverse,0.022655802868916664,cyst__L_c + h2o_c --> hcys__L_c + ser__L_c,,2463.6706464776585,9.19595437860493e-06
RHCCE_reverse,0.0,dhptd_c + hcys__L_c --> rhcys_c,,25383.465852830635,0.0
ACONTa_reverse,0.0,acon_c + h2o_c --> cit_c,,36205.57328807148,0.0
GCALDDm_reverse_num1,0.0,glyclt_c + 2.0 h_c + nadh_c --> gcald_c + h2o_c + nad_c,,93.64554241718315,0.0
HMGL_reverse,0.0,acac_c + accoa_c --> hmgcoa_c,,8718.580674147359,0.0
BDH_reverse,0.0,acac_c + h_c + nadh_c --> bhb_c + nad_c,,36777.21905450657,0.0
R01365_reverse,0.0,C00246_c + aacoa_c --> acac_c + btcoa_c,,,
R01387_reverse,0.0,C02330_c --> udpglcur_c,,,
HPYRRx_reverse,0.0,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c,,1175.7810567687673,0.0
MTAN_reverse,0.0,5mtr_c + ade_c --> 5mta_c + h2o_c,,300.75909694812964,0.0
XYLI1_reverse,0.0,xylu__D_c --> xyl__D_c,,1350.875133340172,0.0
VALDHr_reverse,0.06133438100689933,3mob_c + h_c + nadh_c + nh4_c --> h2o_c + nad_c + val__L_c,,4836.197648156262,1.2682356154381379e-05
LCADi_reverse,0.0,2.0 h_c + lac__L_c + nadh_c --> h2o_c + lald__L_c + nad_c,,788.0086084415532,0.0
THRD_reverse,0.11299088284340533,2aobut_c + h_c + nadh_c --> nad_c + thr__L_c,,15690.558246317627,7.201202217895775e-06
GPDDA2_reverse_num1,0.0,etha_c + glyc3p_c --> g3pe_c + h2o_c,,267.8885775305276,0.0
GUI1_reverse,0.0,fruur_c --> glcur_c,,4473.781249525451,0.0
DHBD_reverse,0.0,23dhb_c + h_c + nadh_c --> 23ddhb_c + nad_c,,2273.690432181388,0.0
PGKm_reverse,11.030219091056331,13dpg_c + adp_c --> 3pg_c + atp_c + h_c,,55275.959601353126,0.00019954821536533428
PGCD_reverse,0.0,3php_c + h_c + nadh_c --> 3pg_c + nad_c,,32484.495392608686,0.0
PGM_reverse,10.722024035638174,3pg_c --> 2pg_c,,,
R01519_reverse,0.0,glcn_c + h_c --> 15gl_c + h2o_c,,71557.80162591429,0.0
R01520_reverse_num1,0.0,15gl_c + h_c + nadh_c --> glc_D_B_c + nad_c,,67527574.59670103,0.0
RPEh_reverse,0.0,xu5p__D_c --> ru5p__D_c,,205574.58564745824,0.0
DKII_reverse,0.0,46dh25dohxn_c + h_c + nadh_c --> 2ddglcn_c + nad_c,,,
MPL_reverse,0.0,g1p_B_c + glc__D_c --> h_c + malt_c + pi_c,,1406.764964368736,0.0
PUNP1_reverse_num1,0.0,ade_c + r1p_c --> adn_c + h_c + pi_c,,982617.6685430576,0.0
TMDPP_reverse,0.0,2dr1p_c + thym_c --> h_c + pi_c + thymd_c,,,
ARABDI_reverse,0.0,rbl__D_c --> arab__D_c,,,
R01582_reverse,0.0,glu__D_c + phpyr_c --> akg_c + phe__D_c,,26322.90576606901,0.0
ACOATA_reverse_num1,0.0,acACP_c + coa_c --> ACP_c + accoa_c,,7.912547652073625,0.0
R01625_reverse,0.0,ACP_c + pap_c --> C03688_c + coa_c,,78.09028796004685,0.0
MCOATA_reverse,0.0,coa_c + malACP_c --> ACP_c + malcoa_c,,690.4532046533452,0.0
R01641_reverse,0.07969819548590672,r5p_c + xu5p__D_c --> g3p_c + s7p_c,,3210765.008476001,2.4822182649777814e-08
ABTA_reverse,0.0,glu__L_c + sucsal_c --> 4abut_c + akg_c,,1805.9899241487467,0.0
MTHFC_1_reverse,0.0,10fthf_c + h_c --> h2o_c + methf_c,,11139.83083385708,0.0
LCGH_reverse_num1,0.0,gal_c + glc__D_c --> h2o_c + lcts_c,,3762.664885159241,0.0
ADCS_reverse,0.0,4adcho_c + glu__L_c --> chor_c + gln__L_c,,253.74778498523983,0.0
ICHORS_reverse_num1,0.0,ichor_c --> chor_c,,698.1773640751068,0.0
NAMNPP_reverse,0.0,h_c + nac_c + prpp_c --> nicrnt_c + ppi_c,,,
R01731_reverse,0.0,asp__L_c + pphn_c --> Largn_c + oaa_c,,24116.155077826854,0.0
HOXPRx_reverse,0.0,2h3oppan_c + h_c + nadh_c --> glyc__R_c + nad_c,,15590.470916621236,0.0
r0393_reverse_num1,0.0,glyc__R_c + 2.0 h_c + nadh_c --> glyald_c + h2o_c + nad_c,,92.7674482729905,0.0
R01758_reverse,0.0,arab__L_c + h_c + nadh_c --> abt__L_c + nad_c,,,
ARAI_reverse,0.0,rbl__L_c --> arab__L_c,,15504.295741394275,0.0
HXAND_reverse,0.0,h_c + nadh_c + xan_c --> h2o_c + hxan_c + nad_c,,102.90205829456549,0.0
HSDxi_reverse,0.022655802868916664,aspsa_c + h_c + nadh_c --> hom__L_c + nad_c,,2486.106349590358,9.11296609360646e-06
HSDy_reverse,0.0,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c,,2486.106349590358,0.0
HPDOAi_reverse_num1,0.0,nadp_c + thbpt_c --> dhptn_c + h_c + nadph_c,,,
ACNML_reverse,0.0,acmana_c + pyr_c --> acnam_c,,,
PMANM_reverse,0.0,man1p_c --> man6p_c,,1380.9256194536026,0.0
MAN6PI_reverse_num1,0.0,f6p_B_c --> man6p_c,,1556548.4222442103,0.0
TALA_reverse,0.0,e4p_c + f6p_B_c --> g3p_c + s7p_c,,24233.08654593337,0.0
FBA3hi_reverse,0.0,dhap_c + e4p_c --> s17bp_c,,641.1286896635697,0.0
TKT2_reverse,0.011458825415626636,e4p_c + xu5p__D_c --> f6p_B_c + g3p_c,,3210765.008476001,3.568877007621807e-09
NTPTP1_reverse_num1,0.0,dgsn_c + h_c + pppi_c --> dgtp_c + h2o_c,,282501.1290824639,0.0
PUNP5_reverse_num1,0.0,hxan_c + r1p_c --> h_c + ins_c + pi_c,,982617.6685430576,0.0
PYNP2r_reverse,0.0,r1p_c + ura_c --> h_c + pi_c + uri_c,,5706.87402992761,0.0
R01898_reverse,0.0,C00476_c --> xylu__D_c,,1461025.6922640637,0.0
r0423_reverse,0.0,HC01434_c + h_c + nadph_c --> icit_c + nadp_c,,1630.7336740925311,0.0
ACONTb_reverse,0.19517606255491668,acon_c + h2o_c --> icit_c,,36205.57328807148,5.390773983938563e-06
SPMS_reverse,0.0,5mta_c + h_c + spmd_c --> ametam_c + ptrc_c,,10295.948631063971,0.0
PUNP4_reverse_num1,0.0,2dr1p_c + gua_c --> dgsn_c + h_c + pi_c,,982617.6685430576,0.0
HACD1i_reverse,0.009293037655390808,aacoa_c + h_c + nadh_c --> 3hbcoa_c + nad_c,,45965.12252387473,2.0217584866795285e-07
GUI2_reverse,0.0,tagur_c --> galur_c,,4473.781249525451,0.0
DHORTSn_reverse,0.024414008371694097,cbasp_c + h_c --> dhor__S_c + h2o_c,,4978.719569182503,4.903672125422167e-06
TRDR_reverse_num1,0.0,nadp_c + trdrd_c --> h_c + nadph_c + trdox_c,,709.9698437483729,0.0
METSOXR1_reverse,0.0,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,,19846.822356754743,0.0
PGL_reverse,0.0,6pgc_c + h_c --> 6pgl_c + h2o_c,,1340.269510963641,0.0
AGDC_reverse,0.0,ac_c + gam6p_c --> acgam6p_c + h2o_c,,11122.687558633128,0.0
PGAMT_reverse,0.0661871556439255,gam6p_c --> gam1p_c,,116.43100852204105,0.0005684667382349083
MGCH_reverse,0.0,3mgcoa_c + h2o_c --> hmgcoa_c,,12634.581069252768,0.0
XAND_reverse,0.0,h_c + nadh_c + urate_c --> h2o_c + nad_c + xan_c,,102.90205829456549,0.0
URO_reverse,0.0,5hiu_c + h2o2_c --> h2o_c + o2_c + urate_c,,207.5004881061772,0.0
TMN_reverse,0.0,4ahmmp_c + 4mhetz_c + h_c --> h2o_c + thm_c,,158.84337269452092,0.0
PUNP3_reverse_num1,0.0,gua_c + r1p_c --> gsn_c + h_c + pi_c,,982617.6685430576,0.0
Q23DO_reverse,0.0,2pcpgc_c + co_c --> h_c + o2_c + quc_c,,1032.47090956695,0.0
ILEDH2_reverse,0.05394087890515497,3mop_c + h_c + nadh_c + nh4_c --> h2o_c + ile__L_c + nad_c,,4836.197648156262,1.1153572047602155e-05
FOLR2_1_reverse,0.0,fol_c + h_c + nadph_c --> dhf_c + nadp_c,,10485.27977486218,0.0
RMPA_reverse,0.0,dhap_c + lald__L_c --> rml1p_c,,788.0086084415532,0.0
G1SAT_reverse_num1,0.0,glu1sa_c --> 5aop_c,,39.52779416761498,0.0
ORNTAC_reverse,0.0,acglu_c + orn_c --> acorn_c + glu__L_c,,183.0088572135651,0.0
ACOTA_reverse,0.0,acg5sa_c + glu__L_c --> acorn_c + akg_c,,104.1061089289013,0.0
PNP_reverse_num1,0.0,ncam_c + r1p_c --> pi_c + rnam_c,,982617.6685430576,0.0
NP1_reverse_num1,0.0,nac_c + r1p_c --> nicrns_c + pi_c,,982617.6685430576,0.0
PYNP1_reverse,0.0,csn_c + r1p_c --> cytd_c + h_c + pi_c,,5706.87402992761,0.0
PUNP7_reverse_num1,0.0,r1p_c + xan_c --> h_c + pi_c + xtsn_c,,982617.6685430576,0.0
G1PTT_reverse,0.0,dtdpglu_c + ppi_c --> dttp_c + g1p_c,,822.6436700328984,0.0
TRPS3_reverse,0.0,g3p_c + indole_c --> 3ig3p_c,,1013.459806477587,0.0
RAFH_reverse,0.0,fru_c + melib_c --> h2o_c + raffin_c,,21152665.711651467,0.0
SHK3Dr_reverse,0.06823937007028008,3dhsk_c + h_c + nadph_c --> nadp_c + skm_c,,11174.94017881045,6.106464014874398e-06
R02425_reverse,0.0,alltt_c + h_c --> alltn_c + h2o_c,,52424.997505190186,0.0
RMI_reverse,0.0,rml_c --> rmn_c,,3093.8741292241334,0.0
MANAO_reverse,0.0,fruur_c + h_c + nadh_c --> mana_c + nad_c,,,
DPR_reverse_num1,8.010100348014453e-05,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,,1821.5808265778849,4.3973345739824444e-08
DURIPP_reverse_num1,0.0,2dr1p_c + ura_c --> duri_c + h_c + pi_c,,982617.6685430576,0.0
TMPHi_reverse,0.0,h_c + pppi_c --> h2o_c + tmp_c,,,
LGTHL_reverse_num1,0.0,gthrd_c + mthgxl_c --> lgt__S_c,,38285.3056074755,0.0
AMID2_reverse,0.0,nh4_c + pac_c --> h2o_c + h_c + pad_c,,32004.76425620895,0.0
TARTRDH2_reverse,0.0,h_c + nadh_c + oxglyc_c --> nad_c + tartr__M_c,,9665.78023382614,0.0
ABUTD_reverse_num1,0.0,4abut_c + 2.0 h_c + nadh_c --> 4abutn_c + h2o_c + nad_c,,92.7674482729905,0.0
TAGURr_reverse,0.0,h_c + nadh_c + tagur_c --> altrn_c + nad_c,,,
PUNP2_reverse_num1,0.0,2dr1p_c + ade_c --> dad_2_c + h_c + pi_c,,982617.6685430576,0.0
FBA2_reverse,0.0,dhap_c + glyald_c --> f1p_c,,641.1286896635697,0.0
PDHbr_reverse,0.0,adhlam_c + coa_c --> accoa_c + dhlam_c,,95.55066249902542,0.0
AKGDb_reverse,0.0,coa_c + sdhlam_c --> dhlam_c + succoa_c,,14555.649729140801,0.0
R02662_reverse,0.0,2mpdhl_c + coa_c --> dhlam_c + ibcoa_c,,,
M1PD_reverse,0.0,f6p_B_c + h_c + nadh_c --> mnl1p_c + nad_c,,5943.8379437118065,0.0
SERH_reverse,0.0,g3p_c + h2o_c + trp__L_c --> 3ig3p_c + ser__L_c,,1013.459806477587,0.0
R02727_reverse,0.0,g1p_B_c + glc__D_c --> h_c + pi_c + tre_c,,1406.764964368736,0.0
PGMT_B_reverse,0.0,g6p_B_c --> g1p_B_c,,6989.95868187325,0.0
DAPDA_reverse,0.0,26dap_LL_c + ac_c --> h2o_c + n6all26d_c,,,
SDPDS_reverse_num1,0.0,26dap_LL_c + succ_c --> h2o_c + sl26da_c,,12343.010322666229,0.0
DAPE_reverse,0.0,26dap__M_c --> 26dap_LL_c,,8360.293899778944,0.0
G6PBDH_reverse,0.0,6pgl_c + h_c + nadph_c --> g6p_B_c + nadp_c,,81341.7567116886,0.0
G6PIh_reverse,0.0,g6p_B_c --> g6p_A_c,,104978.12427074923,0.0
PGIA_reverse,0.0,f6p_B_c --> g6p_A_c,,104978.12427074923,0.0
PUNP6_reverse_num1,0.0,2dr1p_c + hxan_c --> din_c + h_c + pi_c,,982617.6685430576,0.0
PPM2_reverse,0.008055015453520963,2dr5p_c --> 2dr1p_c,,8665.00171050976,9.296034464426076e-07
